Product ID,Order Month,Order Year,Product Unit Selling Price,Product Quantity,Total Selling Price
6,4,2015,3.0,295,885.0
6,4,2016,3.0,30,90.0
6,4,2017,3.0,120,360.0
6,4,2018,3.0,89,267.0
6,4,2019,3.0,117,351.0
6,4,2020,3.15,253,796.9499999999999
6,4,2021,3.914285714285714,28,109.6
6,4,2022,3.4163265306122446,43,146.90204081632652
6,4,2023,3.697674418604651,46,170.09302325581396
6,4,2024,5.723181818181818,67,383.4531818181818
6,8,2013,3.0,10,30.0
6,8,2015,3.0,120,360.0
6,8,2016,3.0,98,294.0
6,8,2017,3.0,30,90.0
6,8,2018,3.0,144,432.0
6,8,2019,3.0,118,354.0
6,8,2020,3.484375,46,160.28125
6,8,2021,3.5066666666666664,36,126.24
6,8,2022,3.511111111111111,32,112.35555555555555
6,8,2023,3.6799999999999997,47,172.95999999999998
6,12,2013,3.0,16,48.0
6,12,2014,3.0,52,156.0
6,12,2015,3.0,23,69.0
6,12,2016,3.0,164,492.0
6,12,2017,3.0,79,237.0
6,12,2018,3.0,48,144.0
6,12,2019,3.15,21,66.14999999999999
6,12,2020,4.220000000000001,20,84.4
6,12,2021,4.177941176470588,47,196.36323529411763
6,12,2022,4.0125,10,40.125
6,12,2023,4.336363636363636,11,47.699999999999996
6,2,2014,3.0,22,66.0
6,2,2015,3.0,58,174.0
6,2,2016,3.0,11,33.0
6,2,2017,3.0,115,345.0
6,2,2018,3.0,143,429.0
6,2,2019,3.0,137,411.0
6,2,2020,3.15,64,201.6
6,2,2021,3.5321428571428575,27,95.36785714285715
6,2,2022,3.2999999999999994,125,412.49999999999994
6,2,2023,3.3,46,151.79999999999998
6,2,2024,4.176923076923076,25,104.4230769230769
6,1,2014,3.0,20,60.0
6,1,2015,3.0,39,117.0
6,1,2016,3.0,47,141.0
6,1,2017,3.0,214,642.0
6,1,2018,3.0,85,255.0
6,1,2019,3.0,50,150.0
6,1,2020,3.15,78,245.7
6,1,2021,4.296428571428572,20,85.92857142857143
6,1,2022,3.8699999999999997,43,166.41
6,1,2023,3.8343749999999996,47,180.215625
6,1,2024,4.291304347826086,31,133.03043478260867
6,7,2013,3.0,78,234.0
6,7,2015,3.0,41,123.0
6,7,2016,3.0,45,135.0
6,7,2017,3.0,64,192.0
6,7,2018,3.0,84,252.0
6,7,2019,3.0,164,492.0
6,7,2020,3.15,161,507.15
6,7,2021,3.6476744186046512,27,98.48720930232558
6,7,2022,3.8181818181818183,32,122.18181818181819
6,7,2023,4.0125,9,36.112500000000004
6,6,2013,3.0,29,87.0
6,6,2014,3.0,36,108.0
6,6,2015,3.0,24,72.0
6,6,2016,3.0,15,45.0
6,6,2017,3.0,303,909.0
6,6,2018,3.0,130,390.0
6,6,2019,3.0,61,183.0
6,6,2020,3.15,34,107.1
6,6,2021,3.2569999999999997,27,87.939
6,6,2022,3.5326530612244897,69,243.75306122448978
6,6,2023,3.416326530612245,47,160.56734693877553
6,3,2014,3.0,18,54.0
6,3,2015,3.0,108,324.0
6,3,2016,3.0,95,285.0
6,3,2017,3.0,158,474.0
6,3,2018,3.0,42,126.0
6,3,2019,3.0,47,141.0
6,3,2020,3.1499999999999995,102,321.29999999999995
6,3,2021,3.744444444444444,21,78.63333333333333
6,3,2022,3.3,77,254.1
6,3,2023,3.5999999999999996,53,190.79999999999998
6,3,2024,4.790833333333333,93,445.54749999999996
6,5,2013,3.0,74,222.0
6,5,2014,3.0,31,93.0
6,5,2015,3.0,86,258.0
6,5,2016,3.0,81,243.0
6,5,2017,3.0,152,456.0
6,5,2018,3.0,154,462.0
6,5,2019,3.0,86,258.0
6,5,2020,3.15,381,1200.1499999999999
6,5,2021,3.5615384615384613,29,103.28461538461538
6,5,2022,3.4266666666666663,94,322.1066666666666
6,5,2023,3.842857142857143,35,134.5
6,5,2024,11.65,8,93.2
6,11,2013,3.0,19,57.0
6,11,2014,3.0,45,135.0
6,11,2015,3.0,6,18.0
6,11,2016,3.0,120,360.0
6,11,2017,3.0,85,255.0
6,11,2018,3.0,68,204.0
6,11,2019,3.0,35,105.0
6,11,2020,4.636111111111111,35,162.26388888888889
6,11,2021,3.595833333333333,49,176.19583333333333
6,11,2022,3.7222222222222223,23,85.61111111111111
6,11,2023,3.4899999999999998,64,223.35999999999999
6,10,2013,3.0,23,69.0
6,10,2014,3.0,12,36.0
6,10,2015,3.0,95,285.0
6,10,2016,3.0,146,438.0
6,10,2017,3.0,105,315.0
6,10,2018,3.0,94,282.0
6,10,2019,3.0,31,93.0
6,10,2020,4.041666666666667,10,40.41666666666667
6,10,2021,3.7131578947368418,44,163.37894736842105
6,10,2022,3.889655172413793,73,283.9448275862069
6,10,2023,3.6454545454545455,33,120.3
6,9,2013,3.0,13,39.0
6,9,2015,3.0,31,93.0
6,9,2016,3.0,80,240.0
6,9,2017,3.0,195,585.0
6,9,2018,3.0,112,336.0
6,9,2019,3.0,38,114.0
6,9,2020,4.153125,13,53.990625
6,9,2021,3.3988372093023256,50,169.9418604651163
6,9,2022,3.6257142857142854,83,300.9342857142857
6,9,2023,3.9705882352941178,44,174.7058823529412
7,4,2013,3.0,5,15.0
7,4,2014,3.0,16,48.0
7,4,2015,3.0,3,9.0
7,4,2016,3.0,6,18.0
7,4,2017,2.25,4,9.0
7,4,2018,2.25,7,15.75
7,4,2019,2.25,12,27.0
7,4,2020,2.35,2,4.7
7,4,2021,2.35,3,7.050000000000001
7,4,2022,2.5,13,32.5
7,4,2023,2.5,10,25.0
7,8,2013,3.0,3,9.0
7,8,2016,3.0,3,9.0
7,8,2017,2.25,4,9.0
7,8,2018,2.25,3,6.75
7,8,2019,2.25,5,11.25
7,8,2020,2.35,3,7.050000000000001
7,8,2021,2.9583333333333335,4,11.833333333333334
7,8,2022,2.5,4,10.0
7,8,2023,2.5,5,12.5
7,12,2014,3.0,2,6.0
7,12,2015,3.0,7,21.0
7,12,2016,3.0,2,6.0
7,12,2017,2.25,8,18.0
7,12,2018,2.25,9,20.25
7,12,2019,2.35,10,23.5
7,12,2021,2.35,6,14.100000000000001
7,12,2022,2.5,1,2.5
7,12,2023,7.0,1,7.0
7,2,2014,3.0,3,9.0
7,2,2015,3.0,3,9.0
7,2,2016,3.0,2,6.0
7,2,2017,2.25,20,45.0
7,2,2018,2.25,10,22.5
7,2,2019,2.25,10,22.5
7,2,2020,2.35,7,16.45
7,2,2021,2.35,20,47.0
7,2,2022,2.5,12,30.0
7,2,2024,2.5,7,17.5
7,1,2014,3.0,5,15.0
7,1,2015,3.0,9,27.0
7,1,2018,2.25,28,63.0
7,1,2019,2.25,6,13.5
7,1,2020,2.35,4,9.4
7,1,2021,4.175,2,8.35
7,1,2022,2.5,34,85.0
7,1,2023,2.5,4,10.0
7,1,2024,2.5,15,37.5
7,7,2013,3.0,5,15.0
7,7,2015,3.0,6,18.0
7,7,2016,3.0,16,48.0
7,7,2017,2.25,68,153.0
7,7,2018,2.25,11,24.75
7,7,2019,2.25,3,6.75
7,7,2021,2.35,15,35.25
7,7,2022,2.5,5,12.5
7,7,2023,2.5,8,20.0
7,6,2013,3.0,6,18.0
7,6,2015,3.0,3,9.0
7,6,2016,3.0,4,12.0
7,6,2017,2.25,4,9.0
7,6,2018,2.25,9,20.25
7,6,2019,2.25,17,38.25
7,6,2021,2.35,4,9.4
7,6,2022,3.625,6,21.75
7,6,2023,2.5,36,90.0
7,3,2014,3.0,3,9.0
7,3,2015,3.0,10,30.0
7,3,2016,3.0,30,90.0
7,3,2017,2.25,6,13.5
7,3,2018,2.25,11,24.75
7,3,2019,2.25,7,15.75
7,3,2021,2.35,3,7.050000000000001
7,3,2022,2.5,13,32.5
7,3,2023,2.5,5,12.5
7,3,2024,2.5,12,30.0
7,5,2013,3.0,6,18.0
7,5,2014,3.0,4,12.0
7,5,2015,3.0,4,12.0
7,5,2016,3.0,12,36.0
7,5,2017,2.25,5,11.25
7,5,2018,2.25,6,13.5
7,5,2019,2.25,9,20.25
7,5,2021,2.35,3,7.050000000000001
7,5,2022,2.5,9,22.5
7,5,2023,2.5,6,15.0
7,11,2013,3.0,3,9.0
7,11,2014,3.0,1,3.0
7,11,2015,3.0,5,15.0
7,11,2016,3.0,6,18.0
7,11,2017,2.25,7,15.75
7,11,2018,2.25,25,56.25
7,11,2019,2.25,8,18.0
7,11,2020,4.175,2,8.35
7,11,2021,2.8714285714285714,10,28.714285714285715
7,11,2023,2.5,17,42.5
7,10,2013,3.0,4,12.0
7,10,2015,3.0,7,21.0
7,10,2017,2.25,9,20.25
7,10,2018,2.25,1,2.25
